dept_no,emp_no,first_name,last_name,title,birth_date,gender,from_date,to_date,salary
d008,216054,Sahrah,Angiulli,Staff,1965-01-24,M,1986-07-31,1991-07-31,40000
d005,216062,Shuichi,Anick,Engineer,1965-01-22,F,1985-11-24,1992-11-24,40000
d005,216062,Shuichi,Anick,Senior Engineer,1965-01-22,F,1992-11-24,1999-10-26,40000
d005,216375,Byong,Gustavson,Senior Engineer,1965-01-16,M,1985-03-12,9999-01-01,59674
d005,216502,Xiaocheng,Suermann,Engineer,1965-01-26,F,1997-12-15,9999-01-01,63256
d005,217080,Masami,Puoti,Senior Engineer,1965-01-12,M,2000-01-21,9999-01-01,40000
d007,217272,Yuchang,Eldridge,Senior Staff,1965-01-21,M,1991-08-01,9999-01-01,56909
d007,217272,Yuchang,Eldridge,Staff,1965-01-21,M,1986-08-01,1991-08-01,56909
d006,217320,Abdelwaheb,Denis,Engineer,1965-01-10,F,1993-09-10,9999-01-01,40000
d009,217363,Horward,Marzano,Staff,1965-01-14,M,1996-04-11,9999-01-01,74333
d005,217387,Jianhao,Molenaar,Engineer,1965-01-21,M,1987-10-22,1994-10-22,40000
d005,217387,Jianhao,Molenaar,Senior Engineer,1965-01-21,M,1994-10-22,9999-01-01,40000
d004,217551,Panayotis,Lukaszewicz,Engineer,1965-01-02,F,1989-06-06,1995-06-06,41730
d004,217551,Panayotis,Lukaszewicz,Senior Engineer,1965-01-02,F,1995-06-06,9999-01-01,41730
d002,217800,Shay,Servieres,Senior Staff,1965-02-01,F,1998-08-06,9999-01-01,52924
d005,218022,Mokhtar,Poupard,Technique Leader,1965-01-26,M,1992-02-02,9999-01-01,46593
d003,218299,Almudena,Genin,Senior Staff,1965-01-09,M,1993-09-26,2001-11-06,56167
d003,218299,Almudena,Genin,Staff,1965-01-09,M,1986-09-26,1993-09-26,56167
d006,219035,Kristine,Bierman,Technique Leader,1965-01-18,F,1988-05-13,9999-01-01,40000
d005,219047,Aemilian,Kusalik,Engineer,1965-01-30,M,1987-05-27,1995-05-27,40000
d005,219047,Aemilian,Kusalik,Senior Engineer,1965-01-30,M,1995-05-27,9999-01-01,40000
d008,219417,Subhrajyoti,Denna,Staff,1965-01-29,M,1996-07-25,9999-01-01,47152
d005,220029,Demos,Asser,Senior Engineer,1965-01-17,F,1985-11-04,9999-01-01,43792
d001,220582,Poornachandra,Zielinski,Senior Staff,1965-01-08,M,2001-02-12,9999-01-01,54228
d001,220582,Poornachandra,Zielinski,Staff,1965-01-08,M,1996-02-13,2001-02-12,54228
d005,220799,Perla,Orlowska,Senior Engineer,1965-01-17,F,1990-12-03,9999-01-01,51087
d008,220799,Perla,Orlowska,Senior Engineer,1965-01-17,F,1990-12-03,9999-01-01,51087
d005,221126,Tesuya,dAstous,Engineer,1965-01-23,F,1988-11-29,1995-11-30,40000
d005,221126,Tesuya,dAstous,Senior Engineer,1965-01-23,F,1995-11-30,9999-01-01,40000
d006,221369,Abdulah,Pocchiola,Engineer,1965-01-28,F,1996-08-28,9999-01-01,52230
d004,221435,Djenana,Marrevee,Engineer,1965-01-06,M,1994-02-06,2000-02-06,68650
d004,221435,Djenana,Marrevee,Senior Engineer,1965-01-06,M,2000-02-06,9999-01-01,68650
d005,221699,Szabolcs,Georgatos,Engineer,1965-01-15,F,1999-08-16,2000-02-06,61271
d003,222206,Stein,Uludag,Senior Staff,1965-01-21,M,1995-01-30,9999-01-01,40000
d003,222206,Stein,Uludag,Staff,1965-01-21,M,1988-01-30,1995-01-30,40000
d005,222311,Miyeon,Billingsley,Senior Engineer,1965-01-20,M,1992-12-05,9999-01-01,53877
d004,222952,Gopalakrishnan,Suermann,Engineer,1965-01-28,M,1991-04-30,1998-04-30,51100
d004,222952,Gopalakrishnan,Suermann,Senior Engineer,1965-01-28,M,1998-04-30,9999-01-01,51100
d001,222998,Leaf,Awdeh,Senior Staff,1965-01-07,M,1991-02-20,9999-01-01,51391
d003,222998,Leaf,Awdeh,Senior Staff,1965-01-07,M,1991-02-20,9999-01-01,51391
d001,222998,Leaf,Awdeh,Staff,1965-01-07,M,1985-02-20,1991-02-20,51391
d003,222998,Leaf,Awdeh,Staff,1965-01-07,M,1985-02-20,1991-02-20,51391
d005,224335,Perry,Chachaty,Engineer,1965-01-29,F,1985-07-22,1992-07-22,54702
d005,224335,Perry,Chachaty,Senior Engineer,1965-01-29,F,1992-07-22,9999-01-01,54702
d003,224934,George,Miake,Senior Staff,1965-01-05,M,1996-01-02,9999-01-01,40000
d003,224934,George,Miake,Staff,1965-01-05,M,1988-01-02,1996-01-02,40000
d005,225788,Ipke,Kieras,Engineer,1965-01-08,M,1995-12-18,9999-01-01,40000
d004,226227,Herbert,Erva,Engineer,1965-01-07,M,1986-09-06,1995-09-06,55409
d004,226227,Herbert,Erva,Senior Engineer,1965-01-07,M,1995-09-06,9999-01-01,55409
d005,227354,Gio,Murtha,Engineer,1965-01-12,F,1986-11-11,1994-11-11,49256
d005,227354,Gio,Murtha,Senior Engineer,1965-01-12,F,1994-11-11,9999-01-01,49256
d005,227476,Macha,Schnabel,Engineer,1965-01-11,M,1988-05-11,1996-05-11,73795
d005,227476,Macha,Schnabel,Senior Engineer,1965-01-11,M,1996-05-11,9999-01-01,73795
d008,228248,Yuriy,Plump,Senior Staff,1965-01-09,F,1995-09-09,9999-01-01,54431
d008,228248,Yuriy,Plump,Staff,1965-01-09,F,1988-09-08,1995-09-09,54431
d009,229098,Berry,Yurek,Senior Staff,1965-01-08,F,1995-08-16,9999-01-01,41874
d005,229207,Filipe,Erol,Senior Engineer,1965-01-30,F,1997-07-11,1999-08-15,40000
d004,229220,Fabrizio,Lichtman,Engineer,1965-01-21,F,1987-02-09,1992-02-09,40000
d004,229220,Fabrizio,Lichtman,Senior Engineer,1965-01-21,F,1992-02-09,9999-01-01,40000
d007,229364,Dulce,Magliocco,Staff,1965-01-07,M,1987-02-13,1987-02-23,65238
d007,229547,Moni,Schach,Senior Staff,1965-01-03,M,1991-07-04,9999-01-01,61762
d007,229547,Moni,Schach,Staff,1965-01-03,M,1986-07-04,1991-07-04,61762
d007,229690,Mokhtar,Sherertz,Senior Staff,1965-01-08,M,1995-06-10,1995-11-08,60001
d007,229690,Mokhtar,Sherertz,Staff,1965-01-08,M,1988-06-09,1995-06-10,60001
d004,229981,Jamaludin,Fordan,Engineer,1965-01-19,M,1992-02-06,2001-02-05,56315
d004,229981,Jamaludin,Fordan,Senior Engineer,1965-01-19,M,2001-02-05,9999-01-01,56315
d009,230126,Bezalel,Radivojevic,Senior Staff,1965-01-31,M,1995-07-03,9999-01-01,40000
d009,230126,Bezalel,Radivojevic,Staff,1965-01-31,M,1988-07-02,1995-07-03,40000
d007,230689,Dietrich,Crabtree,Senior Staff,1965-01-14,F,1986-05-24,9999-01-01,45823
d002,230821,Toshiki,Raney,Staff,1965-01-20,M,1997-07-03,2000-03-21,74116
d001,230865,Takushi,Brattka,Staff,1965-01-02,M,1999-03-09,9999-01-01,61136
d007,230865,Takushi,Brattka,Staff,1965-01-02,M,1999-03-09,9999-01-01,61136
d009,231671,Chandrasekaran,Pearson,Staff,1965-01-07,F,1995-04-14,9999-01-01,40000
d005,231798,Goetz,Alvarado,Engineer,1965-01-28,M,1988-12-25,1997-12-25,46062
d005,231798,Goetz,Alvarado,Senior Engineer,1965-01-28,M,1997-12-25,9999-01-01,46062
d006,232209,Nitsan,Rouquie,Engineer,1965-01-11,M,1988-08-01,1995-08-02,46339
d006,232209,Nitsan,Rouquie,Senior Engineer,1965-01-11,M,1995-08-02,9999-01-01,46339
d003,232496,Peternela,Klerer,Staff,1965-01-31,M,1986-06-06,1994-06-08,52917
d004,232697,Barry,Ramsak,Engineer,1965-01-23,F,1990-09-07,1999-09-07,40000
d004,232697,Barry,Ramsak,Senior Engineer,1965-01-23,F,1999-09-07,9999-01-01,40000
d005,233114,Alselm,Gargeya,Senior Engineer,1965-01-20,M,1987-12-25,9999-01-01,78365
d004,233247,Murthy,Angiulli,Engineer,1965-01-18,M,1986-08-02,1991-08-02,40000
d004,233247,Murthy,Angiulli,Senior Engineer,1965-01-18,M,1991-08-02,1998-07-21,40000
d009,233533,Seongbae,Sluis,Senior Staff,1965-01-10,M,1995-09-23,1997-06-10,40000
d009,233533,Seongbae,Sluis,Staff,1965-01-10,M,1988-09-22,1995-09-23,40000
d005,233690,Cedric,Riefers,Engineer,1965-01-17,F,1994-09-08,9999-01-01,47246
d004,233759,Zissis,Lodder,Engineer,1965-01-14,F,1999-09-25,9999-01-01,40000
d009,233759,Zissis,Lodder,Engineer,1965-01-14,F,1999-09-25,9999-01-01,40000
d007,233785,Baziley,Ballarin,Senior Staff,1965-01-30,F,1995-07-28,9999-01-01,88012
d007,233785,Baziley,Ballarin,Staff,1965-01-30,F,1987-07-28,1995-07-28,88012
d005,233818,Kellie,Heydon,Engineer,1965-01-01,M,1985-11-11,1991-11-11,40000
d005,233818,Kellie,Heydon,Senior Engineer,1965-01-01,M,1991-11-11,9999-01-01,40000
d007,234195,Luerbio,Terkki,Senior Staff,1965-01-07,M,1998-05-14,9999-01-01,50836
d007,234195,Luerbio,Terkki,Staff,1965-01-07,M,1991-05-14,1998-05-14,50836
d004,234739,Foong,Aamodt,Senior Engineer,1965-01-31,M,1986-06-28,9999-01-01,40000
d007,235096,Sverrir,Gyimothy,Senior Staff,1965-01-21,M,1992-03-20,9999-01-01,75886
d009,235096,Sverrir,Gyimothy,Senior Staff,1965-01-21,M,1992-03-20,9999-01-01,75886
d007,235096,Sverrir,Gyimothy,Staff,1965-01-21,M,1987-03-21,1992-03-20,75886
d009,235096,Sverrir,Gyimothy,Staff,1965-01-21,M,1987-03-21,1992-03-20,75886
d004,235368,Anneli,Joslin,Senior Engineer,1965-01-09,M,1987-04-12,9999-01-01,40000
d007,235546,Tianruo,Speer,Staff,1965-01-17,M,1985-10-30,1989-03-26,77656
d004,236559,Berna,Nanard,Senior Engineer,1965-01-20,M,1989-08-20,1991-03-18,40247
d001,236591,Insup,Reinhard,Senior Staff,1965-01-11,M,1993-04-08,9999-01-01,63990
d001,236591,Insup,Reinhard,Staff,1965-01-11,M,1985-04-08,1993-04-08,63990
d007,236964,Adel,Foote,Staff,1965-01-17,M,1998-08-19,9999-01-01,85659
d009,236964,Adel,Foote,Staff,1965-01-17,M,1998-08-19,9999-01-01,85659
d004,237400,Guadalupe,Perri,Technique Leader,1965-01-24,M,1996-06-27,1999-08-21,49391
d007,238252,Uno,Suppi,Staff,1965-01-09,M,1996-12-27,9999-01-01,48008
d007,238422,Vishv,Angelov,Senior Staff,1965-01-10,M,1996-03-08,9999-01-01,40000
d007,238422,Vishv,Angelov,Staff,1965-01-10,M,1988-03-08,1996-03-08,40000
d007,238949,Minghong,Cronin,Senior Staff,1965-01-09,F,1987-10-04,9999-01-01,55007
d007,239067,Tadahiko,Pocchiola,Staff,1965-01-11,M,1996-04-02,9999-01-01,90988
d007,239244,Abdulla,Kitai,Senior Staff,1965-01-13,M,1996-02-20,9999-01-01,58738
d007,239244,Abdulla,Kitai,Staff,1965-01-13,M,1987-02-20,1996-02-20,58738
d007,239581,Guangming,Marquardt,Staff,1965-01-18,F,1997-06-06,2001-03-21,86683
d007,239748,Bilhanan,Dusink,Senior Staff,1965-01-23,F,1996-06-04,9999-01-01,69092
d007,239748,Bilhanan,Dusink,Staff,1965-01-23,F,1988-06-04,1996-06-04,69092
d008,239803,Oscal,Ernst,Senior Staff,1965-01-30,M,1997-05-19,9999-01-01,40000
d008,239803,Oscal,Ernst,Staff,1965-01-30,M,1992-05-19,1997-05-19,40000
d004,240236,True,Tischendorf,Engineer,1965-01-24,M,1986-01-19,1992-01-19,40000
d004,240236,True,Tischendorf,Senior Engineer,1965-01-24,M,1992-01-19,9999-01-01,40000
d004,240253,Shrikanth,Ramaiah,Engineer,1965-01-16,M,1995-05-12,2000-10-15,40000
d009,240285,Kolar,Greenaway,Staff,1965-01-23,M,1998-11-14,9999-01-01,45885
d004,240340,Mack,Staylopatis,Engineer,1965-01-14,M,1985-04-02,1991-04-02,40000
d004,240340,Mack,Staylopatis,Senior Engineer,1965-01-14,M,1991-04-02,9999-01-01,40000
d004,240870,Francesca,Chorvat,Senior Staff,1965-01-06,M,1993-03-03,9999-01-01,40000
d008,240870,Francesca,Chorvat,Senior Staff,1965-01-06,M,1993-03-03,9999-01-01,40000
d004,240870,Francesca,Chorvat,Staff,1965-01-06,M,1985-03-03,1993-03-03,40000
d008,240870,Francesca,Chorvat,Staff,1965-01-06,M,1985-03-03,1993-03-03,40000
d005,241254,Jagoda,Anguita,Senior Engineer,1965-01-15,F,1993-05-11,9999-01-01,40000
d001,241292,Uri,Lampe,Senior Staff,1965-01-29,M,1994-10-17,9999-01-01,42997
d009,241292,Uri,Lampe,Senior Staff,1965-01-29,M,1994-10-17,9999-01-01,42997
d001,241292,Uri,Lampe,Staff,1965-01-29,M,1987-10-17,1994-10-17,42997
d009,241292,Uri,Lampe,Staff,1965-01-29,M,1987-10-17,1994-10-17,42997
d005,241567,Emran,Miara,Engineer,1965-01-18,M,1989-05-02,1995-05-02,40000
d005,241567,Emran,Miara,Senior Engineer,1965-01-18,M,1995-05-02,9999-01-01,40000
d004,241667,Atilio,Olivero,Engineer,1965-01-28,M,1985-09-04,1992-09-04,56580
d004,241667,Atilio,Olivero,Senior Engineer,1965-01-28,M,1992-09-04,9999-01-01,56580
d004,241728,Limsoon,Boudaillier,Senior Engineer,1965-01-30,F,1995-08-12,9999-01-01,52540
d009,241728,Limsoon,Boudaillier,Senior Engineer,1965-01-30,F,1995-08-12,9999-01-01,52540
d005,241872,Bluma,Fetvedt,Senior Staff,1965-01-11,F,1997-02-02,9999-01-01,40000
d009,241872,Bluma,Fetvedt,Senior Staff,1965-01-11,F,1997-02-02,9999-01-01,40000
d005,241872,Bluma,Fetvedt,Staff,1965-01-11,F,1992-02-03,1997-02-02,40000
d009,241872,Bluma,Fetvedt,Staff,1965-01-11,F,1992-02-03,1997-02-02,40000
d007,241917,Wuxu,Poupard,Staff,1965-02-01,M,1994-02-15,1995-09-25,56900
d001,242104,Richara,Sudkamp,Senior Staff,1965-01-05,F,1994-09-05,9999-01-01,57772
d001,242104,Richara,Sudkamp,Staff,1965-01-05,F,1989-09-05,1994-09-05,57772
d004,242314,Miyeon,Burnard,Engineer,1965-01-11,F,1985-02-07,1985-12-13,45492
d004,243077,Kazunori,Perz,Senior Engineer,1965-02-01,F,1999-02-25,9999-01-01,54935
d007,243576,Abdulah,Lodder,Senior Staff,1965-01-04,M,2001-11-10,9999-01-01,60593
d007,243576,Abdulah,Lodder,Staff,1965-01-04,M,1996-11-10,2001-11-10,60593
d001,243637,Marjo,Delgrange,Senior Staff,1965-01-16,F,1996-06-23,9999-01-01,60619
d001,243637,Marjo,Delgrange,Staff,1965-01-16,F,1990-06-24,1996-06-23,60619
d002,244605,Masoud,Suwa,Senior Staff,1965-01-22,M,1997-11-25,9999-01-01,40000
d003,244605,Masoud,Suwa,Senior Staff,1965-01-22,M,1997-11-25,9999-01-01,40000
d002,244605,Masoud,Suwa,Staff,1965-01-22,M,1989-11-25,1997-11-25,40000
d003,244605,Masoud,Suwa,Staff,1965-01-22,M,1989-11-25,1997-11-25,40000
d008,244624,Boaz,Seuren,Senior Staff,1965-01-31,F,1994-03-27,9999-01-01,40000
d008,244624,Boaz,Seuren,Staff,1965-01-31,F,1987-03-27,1994-03-27,40000
d005,244820,Shigenori,Hertweck,Engineer,1965-01-15,F,1987-04-13,1994-04-13,54013
d005,244820,Shigenori,Hertweck,Senior Engineer,1965-01-15,F,1994-04-13,9999-01-01,54013
d007,244873,Arunachalam,Oppitz,Senior Staff,1965-01-04,M,1994-05-20,9999-01-01,82148
d007,244873,Arunachalam,Oppitz,Staff,1965-01-04,M,1986-05-20,1994-05-20,82148
d007,245664,Manohar,Kilgore,Staff,1965-01-18,M,1998-11-17,9999-01-01,68558
d006,246146,Zhongwei,Melski,Engineer,1965-01-30,F,1987-09-04,1993-09-03,57332
d006,246146,Zhongwei,Melski,Senior Engineer,1965-01-30,F,1993-09-03,9999-01-01,57332
d007,246764,Shuzo,Czaja,Staff,1965-01-04,M,1997-11-29,9999-01-01,71627
d003,246902,Shih,Shanbhogue,Staff,1965-01-27,M,1998-04-19,9999-01-01,40000
d005,247612,Chiranjit,Constantine,Engineer,1965-01-04,F,1997-05-25,9999-01-01,40000
d006,247888,Abdelghani,Lagarias,Engineer,1965-01-15,M,1985-09-06,1992-09-06,40000
d006,247888,Abdelghani,Lagarias,Senior Engineer,1965-01-15,M,1992-09-06,9999-01-01,40000
d001,248351,Jaana,Milicia,Senior Staff,1965-02-01,M,1985-06-02,9999-01-01,55386
d004,249433,Ayonca,Matzov,Engineer,1965-01-16,F,1988-06-03,1997-06-03,50915
d004,249433,Ayonca,Matzov,Senior Engineer,1965-01-16,F,1997-06-03,9999-01-01,50915
d005,249451,Gopalakrishnan,Pehl,Engineer,1965-01-06,F,1995-03-15,2001-06-10,80722
d004,249780,Nechama,Gaughan,Assistant Engineer,1965-01-12,F,1986-01-16,1991-01-16,56733
d009,249780,Nechama,Gaughan,Assistant Engineer,1965-01-12,F,1986-01-16,1991-01-16,56733
d004,249780,Nechama,Gaughan,Engineer,1965-01-12,F,1991-01-16,1996-01-16,56733
d009,249780,Nechama,Gaughan,Engineer,1965-01-12,F,1991-01-16,1996-01-16,56733
d004,249780,Nechama,Gaughan,Senior Engineer,1965-01-12,F,1996-01-16,9999-01-01,56733
d009,249780,Nechama,Gaughan,Senior Engineer,1965-01-12,F,1996-01-16,9999-01-01,56733
d005,250748,Kish,Turnbull,Engineer,1965-01-27,F,1987-02-10,1994-02-10,40000
d005,250748,Kish,Turnbull,Senior Engineer,1965-01-27,F,1994-02-10,9999-01-01,40000
d002,251166,Hinrich,Hooghiemstra,Senior Staff,1965-01-22,M,1993-10-05,9999-01-01,74699
d002,251166,Hinrich,Hooghiemstra,Staff,1965-01-22,M,1985-10-05,1993-10-05,74699
d007,251301,Pintsang,Impagliazzo,Senior Staff,1965-01-30,M,1989-05-06,9999-01-01,51640
d003,251341,Divier,Kumaresan,Senior Staff,1965-01-11,M,1998-12-05,9999-01-01,40000
d003,251341,Divier,Kumaresan,Staff,1965-01-11,M,1992-12-05,1998-12-05,40000
d005,251680,Moty,Sommen,Senior Engineer,1965-01-05,F,1990-08-14,9999-01-01,54883
d006,252185,Chaosheng,Conta,Assistant Engineer,1965-01-01,F,1997-04-14,2002-04-14,44552
d006,252185,Chaosheng,Conta,Engineer,1965-01-01,F,2002-04-14,9999-01-01,44552
d003,252241,Zito,Alvarado,Senior Staff,1965-01-15,F,1986-07-07,2000-09-18,40000
d005,252318,Keung,Simmel,Technique Leader,1965-01-30,M,1995-11-17,2002-06-24,40000
d005,252592,Sachem,McDermid,Senior Engineer,1965-01-12,M,1987-04-30,1987-12-02,51711
d007,253707,Insup,Hainaut,Staff,1965-01-05,M,1998-02-11,9999-01-01,57777
d004,253838,Stafford,Terlouw,Assistant Engineer,1965-01-28,M,1999-02-21,9999-01-01,40000
d007,254591,Mamdouh,Lodder,Staff,1965-01-08,F,1986-03-23,1991-12-09,75535
d001,254916,Serenella,Couchot,Senior Staff,1965-01-31,M,1997-03-15,2001-04-13,44158
d003,254916,Serenella,Couchot,Senior Staff,1965-01-31,M,1997-03-15,2001-04-13,44158
d004,255466,Huan,Roccetti,Senior Engineer,1965-01-18,M,1985-07-03,9999-01-01,53964
d005,255657,Oldrich,Cyre,Engineer,1965-01-20,F,1985-02-10,1994-02-10,40000
d005,255657,Oldrich,Cyre,Senior Engineer,1965-01-20,F,1994-02-10,9999-01-01,40000
d002,256078,Duke,Picaronny,Staff,1965-01-20,M,1995-03-23,1995-04-05,78310
d003,256856,Hongzue,Barbanera,Senior Staff,1965-01-03,M,1995-06-17,9999-01-01,40000
d003,256856,Hongzue,Barbanera,Staff,1965-01-03,M,1987-06-17,1995-06-17,40000
d005,256881,Ioana,Jakobus,Engineer,1965-01-03,M,1990-08-10,1999-08-10,45924
d005,256881,Ioana,Jakobus,Senior Engineer,1965-01-03,M,1999-08-10,9999-01-01,45924
d001,257378,Pascal,Bernatsky,Senior Staff,1965-01-06,F,1995-09-04,9999-01-01,45349
d001,257378,Pascal,Bernatsky,Staff,1965-01-06,F,1988-09-03,1995-09-04,45349
d002,257469,Anyuan,Hanratty,Senior Staff,1965-01-22,F,1996-01-06,9999-01-01,53367
d002,257469,Anyuan,Hanratty,Staff,1965-01-22,F,1988-01-06,1996-01-06,53367
d003,257484,Shaowei,Nicolson,Senior Staff,1965-01-01,M,1995-12-07,9999-01-01,40000
d003,257484,Shaowei,Nicolson,Staff,1965-01-01,M,1986-12-07,1995-12-07,40000
d005,257799,Sushant,Riefers,Engineer,1965-01-26,M,1987-12-05,1993-12-04,40000
d005,257799,Sushant,Riefers,Senior Engineer,1965-01-26,M,1993-12-04,1998-01-08,40000
d008,258363,Tayeb,Veevers,Staff,1965-01-17,M,1986-10-10,1991-05-24,40000
d009,259237,Palash,Gammage,Senior Staff,1965-01-27,F,1994-10-23,9999-01-01,40000
d009,259237,Palash,Gammage,Staff,1965-01-27,F,1987-10-23,1994-10-23,40000
d005,259718,Stepehn,Bouloucos,Senior Staff,1965-01-24,M,1997-09-16,9999-01-01,57915
d008,259718,Stepehn,Bouloucos,Senior Staff,1965-01-24,M,1997-09-16,9999-01-01,57915
d005,259718,Stepehn,Bouloucos,Staff,1965-01-24,M,1991-09-17,1997-09-16,57915
d008,259718,Stepehn,Bouloucos,Staff,1965-01-24,M,1991-09-17,1997-09-16,57915
d009,260249,Vugranam,Beausoleil,Staff,1965-01-22,F,1998-05-14,9999-01-01,49234
d009,260408,Sasan,Brookner,Senior Staff,1965-01-19,M,2001-09-03,9999-01-01,40000
d009,260408,Sasan,Brookner,Staff,1965-01-19,M,1996-09-03,2001-09-03,40000
d004,261184,Masako,Kornatzky,Senior Engineer,1965-01-30,M,1987-08-29,9999-01-01,51696
d004,261737,Mark,Lindqvist,Engineer,1965-01-23,M,1990-11-22,1997-11-22,40000
d004,261737,Mark,Lindqvist,Senior Engineer,1965-01-23,M,1997-11-22,9999-01-01,40000
d004,262154,Wonhee,Vrecion,Engineer,1965-01-16,M,1986-03-14,1991-03-14,40000
d004,262154,Wonhee,Vrecion,Senior Engineer,1965-01-16,M,1991-03-14,1996-08-28,40000
d002,262208,Mrinalini,Holburn,Senior Staff,1965-01-16,M,1987-04-20,9999-01-01,82779
d007,262208,Mrinalini,Holburn,Senior Staff,1965-01-16,M,1987-04-20,9999-01-01,82779
d005,262210,Chinho,Bottner,Assistant Engineer,1965-01-22,M,1985-07-29,1992-07-29,50052
d005,262210,Chinho,Bottner,Engineer,1965-01-22,M,1992-07-29,1999-07-30,50052
d005,262210,Chinho,Bottner,Senior Engineer,1965-01-22,M,1999-07-30,9999-01-01,50052
d007,262328,Mayuko,Vural,Staff,1965-01-03,F,1997-12-24,9999-01-01,63741
d001,262439,Lorien,Lagarias,Senior Staff,1965-01-30,F,1994-10-10,9999-01-01,78223
d001,262439,Lorien,Lagarias,Staff,1965-01-30,F,1985-10-10,1994-10-10,78223
d004,262636,Tamiya,Reutenauer,Senior Engineer,1965-01-04,F,1985-06-02,9999-01-01,62056
d005,262636,Tamiya,Reutenauer,Senior Engineer,1965-01-04,F,1985-06-02,9999-01-01,62056
d009,262741,Izaskun,Moffat,Senior Staff,1965-01-19,M,1994-04-30,2001-08-14,48364
d009,262741,Izaskun,Moffat,Staff,1965-01-19,M,1987-04-30,1994-04-30,48364
d007,262861,Kayoko,Attimonelli,Senior Staff,1965-01-16,F,1997-10-14,1999-01-20,82077
d007,262861,Kayoko,Attimonelli,Staff,1965-01-16,F,1992-10-14,1997-10-14,82077
d003,263012,Hideo,Buchter,Staff,1965-01-09,F,1999-05-01,9999-01-01,40755
d001,263325,Dinkar,Sinicrope,Staff,1965-01-19,M,1985-07-12,1985-12-22,65564
d009,263325,Dinkar,Sinicrope,Staff,1965-01-19,M,1985-07-12,1985-12-22,65564
d005,263439,Atreye,Kabayashi,Senior Engineer,1965-01-09,M,1986-12-15,9999-01-01,40000
d007,263649,Mechthild,Zongker,Senior Staff,1965-01-17,M,1993-07-26,9999-01-01,67578
d007,263926,Fusako,Schwartzbauer,Senior Staff,1965-01-03,F,1993-04-07,9999-01-01,43694
d007,263926,Fusako,Schwartzbauer,Staff,1965-01-03,F,1985-04-07,1993-04-07,43694
d004,264030,Zdislav,Solares,Assistant Engineer,1965-01-15,M,1990-12-14,1998-12-14,40000
d004,264030,Zdislav,Solares,Engineer,1965-01-15,M,1998-12-14,9999-01-01,40000
d007,264715,Siddarth,Luke,Staff,1965-01-04,F,1993-10-06,1994-07-06,87151
d004,264939,Bogdan,Bahi,Engineer,1965-01-10,M,1985-02-09,1992-02-10,40000
d005,264939,Bogdan,Bahi,Engineer,1965-01-10,M,1985-02-09,1992-02-10,40000
d004,264939,Bogdan,Bahi,Senior Engineer,1965-01-10,M,1992-02-10,9999-01-01,40000
d005,264939,Bogdan,Bahi,Senior Engineer,1965-01-10,M,1992-02-10,9999-01-01,40000
d004,265521,Kensei,Salverda,Engineer,1965-01-04,M,1993-05-25,2001-05-25,52088
d004,265521,Kensei,Salverda,Senior Engineer,1965-01-04,M,2001-05-25,9999-01-01,52088
d007,265558,Susuma,Kleiser,Senior Staff,1965-01-31,M,1994-08-02,9999-01-01,79792
d007,265558,Susuma,Kleiser,Staff,1965-01-31,M,1987-08-02,1994-08-02,79792
d007,265794,Miquel,Halloran,Senior Staff,1965-01-15,M,2002-01-14,9999-01-01,83098
d007,265794,Miquel,Halloran,Staff,1965-01-15,M,1994-01-14,2002-01-14,83098
d004,265875,Fan,Marsiglia,Engineer,1965-01-20,M,1989-09-03,1997-09-03,44708
d004,265875,Fan,Marsiglia,Senior Engineer,1965-01-20,M,1997-09-03,9999-01-01,44708
d001,266206,Zsolt,Anily,Senior Staff,1965-02-01,F,1991-08-19,9999-01-01,63169
d001,266206,Zsolt,Anily,Staff,1965-02-01,F,1985-08-19,1991-08-19,63169
d008,266310,Zvonko,Serdy,Senior Staff,1965-01-23,F,1992-06-23,9999-01-01,40000
d008,266310,Zvonko,Serdy,Staff,1965-01-23,F,1987-06-24,1992-06-23,40000
d005,266689,Parke,Serna,Senior Engineer,1965-01-24,M,1985-03-29,1999-09-23,41983
d008,266862,Mart,Plumb,Senior Staff,1965-01-10,F,1986-04-21,9999-01-01,40000
d004,266981,Toshimi,Kragelund,Assistant Engineer,1965-01-26,M,1988-02-21,1993-02-20,46155
d004,266981,Toshimi,Kragelund,Engineer,1965-01-26,M,1993-02-20,1994-07-05,46155
d007,267667,Irena,Kaiserswerth,Senior Staff,1965-01-05,F,1994-09-05,9999-01-01,75381
d007,267667,Irena,Kaiserswerth,Staff,1965-01-05,F,1987-09-05,1994-09-05,75381
d005,268043,Narain,Mikschl,Engineer,1965-01-28,M,1997-11-02,9999-01-01,40000
d004,268191,LiMin,Teitelbaum,Engineer,1965-01-07,M,1990-11-01,1995-11-01,53601
d004,268191,LiMin,Teitelbaum,Senior Engineer,1965-01-07,M,1995-11-01,9999-01-01,53601
d004,268890,Somnath,Uhrik,Engineer,1965-01-04,M,1988-01-14,1994-12-09,72147
d005,269186,Vitali,Dayang,Technique Leader,1965-01-23,M,1988-09-21,1992-10-21,70562
d001,269728,Naftali,Kragelund,Senior Staff,1965-01-12,M,1993-05-15,9999-01-01,71296
d001,269728,Naftali,Kragelund,Staff,1965-01-12,M,1987-05-16,1993-05-15,71296
d001,270084,Ulises,Frolund,Senior Staff,1965-01-11,M,1993-07-26,9999-01-01,40000
d001,270084,Ulises,Frolund,Staff,1965-01-11,M,1986-07-26,1993-07-26,40000
