dept_no,emp_no,first_name,last_name,birth_date,gender,title,from_date,to_date
d003,467176,Przemyslawa,Borovoy,1965-01-05,F,Senior Staff,1998-06-18,9999-01-01
d007,455726,Qiwen,Kriebel,1965-01-08,M,Senior Staff,1992-12-12,9999-01-01
d001,432956,Qunsheng,Birrer,1965-01-25,F,Senior Staff,1994-05-13,9999-01-01
d001,32714,Radoslaw,Maliniak,1965-01-16,M,Staff,1997-11-17,9999-01-01
d005,485577,Rafael,Menhoudj,1965-01-30,F,Senior Engineer,1997-04-27,9999-01-01
d001,90692,Rajmohan,DasSarma,1965-01-03,M,Senior Staff,1990-09-14,9999-01-01
d004,458790,Ramya,Azadmanesh,1965-01-17,M,Senior Engineer,1994-11-19,9999-01-01
d004,463212,Ramya,Rossi,1965-01-09,F,Senior Engineer,1987-03-02,9999-01-01
d003,445201,Randi,Alblas,1965-01-22,F,Staff,1992-05-02,2000-01-27
d005,30465,Randi,Avouris,1965-01-28,M,Senior Engineer,1991-07-16,9999-01-01
d008,108198,Randi,Samarati,1965-01-24,F,Senior Staff,1999-10-21,9999-01-01
d004,479407,Randi,Tomescu,1965-01-18,M,Senior Engineer,2000-11-25,9999-01-01
d008,274369,Ranga,Waymire,1965-01-29,F,Senior Staff,1997-01-27,9999-01-01
d009,438264,Rasikan,Barreiro,1965-01-19,M,Senior Staff,2000-09-26,9999-01-01
d005,474918,Rasikan,Khalil,1965-01-15,M,Engineer,1985-02-10,1985-03-11
d002,413666,Remco,Duclos,1965-01-05,M,Senior Staff,1996-04-18,9999-01-01
d005,91308,Remmert,Plumb,1965-01-23,F,Senior Engineer,1993-06-14,1995-12-08
d007,16461,Remmert,Schahn,1965-01-14,M,Senior Staff,1994-09-06,9999-01-01
d004,56209,Remzi,Douceur,1965-01-19,M,Senior Engineer,1998-12-01,9999-01-01
d007,460920,Remzi,Mitzlaff,1965-01-22,F,Senior Staff,1986-04-06,9999-01-01
d003,421384,Renny,Bednarek,1965-01-02,M,Senior Staff,1995-06-01,9999-01-01
d007,470456,Reuven,Oehlmann,1965-01-13,F,Senior Staff,1994-03-29,9999-01-01
d001,242104,Richara,Sudkamp,1965-01-05,F,Senior Staff,1994-09-05,9999-01-01
d006,93220,Richara,Walston,1965-01-11,M,Senior Engineer,1996-08-27,9999-01-01
d007,14551,Richard,Sinitsyn,1965-01-18,M,Senior Staff,1993-06-27,1993-09-16
d005,475965,Rimon,Pietracaprina,1965-01-02,M,Senior Engineer,1990-07-10,9999-01-01
d005,24205,Roddy,Rubsam,1965-01-25,F,Senior Engineer,1993-09-19,9999-01-01
d005,56682,Roded,Picco,1965-01-28,F,Assistant Engineer,1993-11-06,9999-01-01
d005,209945,Roded,Veevers,1965-01-27,M,Engineer,1990-10-23,1996-01-08
d005,51142,Rosine,Lakshmanan,1965-01-29,F,Senior Engineer,1991-01-31,9999-01-01
d004,22502,Rutger,Binkley,1965-01-29,M,Senior Engineer,1989-10-16,2001-11-02
d005,252592,Sachem,McDermid,1965-01-12,M,Senior Engineer,1987-04-30,1987-12-02
d004,468763,Sachin,Zlotek,1965-01-12,M,Senior Engineer,1985-03-11,1990-08-09
d001,67320,Sadok,Lorys,1965-01-18,M,Senior Staff,1987-05-10,9999-01-01
d008,59661,Saeko,Baik,1965-01-09,M,Staff,1996-05-23,1999-08-15
d008,216054,Sahrah,Angiulli,1965-01-24,M,Senior Staff,1991-07-31,9999-01-01
d005,434936,Sahrah,Rosis,1965-01-15,F,Senior Engineer,2000-06-23,9999-01-01
d009,212154,Sailaja,Holburn,1965-01-17,M,Senior Staff,1997-03-03,9999-01-01
d005,287609,Sailaja,Negoita,1965-01-06,F,Senior Engineer,2000-01-19,9999-01-01
d003,276186,Sajjad,Vecchi,1965-01-30,M,Senior Staff,1998-06-02,9999-01-01
d005,72190,Sajjad,Waeselynck,1965-01-19,F,Engineer,1999-09-13,9999-01-01
d001,210752,Saniya,Stenning,1965-01-25,F,Senior Staff,1991-12-10,9999-01-01
d004,283168,Sanjai,Kopetz,1965-01-15,F,Assistant Engineer,1999-04-19,2000-06-07
d001,79763,Sanjoy,Barreiro,1965-01-20,M,Senior Staff,1996-04-09,9999-01-01
d005,492639,Sanjoy,Porenta,1965-01-30,M,Engineer,1997-07-10,9999-01-01
d007,48275,Sariel,Massonet,1965-01-29,F,Senior Staff,1993-11-19,9999-01-01
d009,260408,Sasan,Brookner,1965-01-19,M,Senior Staff,2001-09-03,9999-01-01
d006,287436,Sasan,Deville,1965-01-02,M,Technique Leader,1994-10-11,2001-04-25
d007,203720,Sasan,Thimonier,1965-01-30,M,Senior Staff,1996-08-21,9999-01-01
d005,275158,Satyanarayana,Brandsma,1965-01-07,F,Engineer,1999-12-08,9999-01-01
d005,63706,Sedat,Itzigehl,1965-01-26,F,Engineer,1997-07-31,9999-01-01
d009,233533,Seongbae,Sluis,1965-01-10,M,Senior Staff,1995-09-23,1997-06-10
d005,426611,Serap,Bahi,1965-01-29,M,Engineer,1986-05-15,1990-05-04
d001,254916,Serenella,Couchot,1965-01-31,M,Senior Staff,1997-03-15,2001-04-13
d002,36521,Serif,Gladwell,1965-01-21,M,Senior Staff,1993-03-05,9999-01-01
d005,423993,Seshu,Kolvik,1965-01-01,F,Technique Leader,1988-12-09,9999-01-01
d001,107792,Shahab,Crooks,1965-01-13,M,Senior Staff,2001-03-18,9999-01-01
d007,200176,Shahab,Luit,1965-01-31,F,Senior Staff,1994-11-20,1997-02-05
d009,458726,Shahaf,Kitai,1965-01-13,M,Senior Staff,1991-12-26,9999-01-01
d007,426153,Shahaf,Luce,1965-01-16,M,Senior Staff,1999-04-06,9999-01-01
d001,465409,Shahid,Varman,1965-01-30,M,Senior Staff,1993-08-27,9999-01-01
d004,493278,Shaleah,Pileggi,1965-01-28,M,Engineer,1999-02-10,1999-10-30
d004,483838,Sham,Kavanagh,1965-01-03,F,Assistant Engineer,1997-12-18,9999-01-01
d009,53431,Sham,Vasanthakumar,1965-01-12,M,Senior Staff,1985-10-24,9999-01-01
d003,257484,Shaowei,Nicolson,1965-01-01,M,Senior Staff,1995-12-07,9999-01-01
d007,80731,Shaowen,Eldridge,1965-01-25,M,Senior Staff,1994-12-05,9999-01-01
d008,290467,Shaowen,Poulakidas,1965-01-29,M,Senior Staff,1992-04-14,9999-01-01
d005,54198,Shaowen,Segond,1965-01-01,M,Senior Engineer,1993-01-06,9999-01-01
d004,482885,Shaunak,Brizzi,1965-01-29,M,Senior Engineer,2000-09-01,9999-01-01
d002,217800,Shay,Servieres,1965-02-01,F,Senior Staff,1998-08-06,9999-01-01
d007,208330,Shen,Flanders,1965-01-11,F,Senior Staff,1997-07-03,9999-01-01
d007,69052,Shietung,Shrader,1965-01-26,M,Senior Staff,1995-08-05,9999-01-01
d005,475938,Shigeaki,Lanteri,1965-01-14,M,Senior Engineer,1996-02-18,9999-01-01
d004,290563,Shigehiro,Oxenboll,1965-01-09,F,Senior Engineer,1986-02-26,9999-01-01
d006,402025,Shigehito,Duclos,1965-01-20,F,Senior Engineer,1992-09-19,9999-01-01
d005,244820,Shigenori,Hertweck,1965-01-15,F,Senior Engineer,1994-04-13,9999-01-01
d001,58147,Shigenori,Sullins,1965-01-09,M,Senior Staff,1988-02-24,9999-01-01
d005,80889,Shigeo,Linnainmaa,1965-01-07,F,Senior Engineer,1985-07-30,9999-01-01
d004,73233,Shigeo,Merey,1965-01-15,F,Senior Engineer,1985-07-30,9999-01-01
d006,82919,Shigeu,Claffy,1965-01-05,M,Engineer,1998-02-03,9999-01-01
d003,246902,Shih,Shanbhogue,1965-01-27,M,Staff,1998-04-19,9999-01-01
d006,435026,Shim,Versino,1965-01-14,F,Senior Engineer,1986-08-20,1997-11-20
d009,40773,Shimshon,Aingworth,1965-01-09,M,Senior Staff,1991-04-13,9999-01-01
d006,84942,Shin,Fujisaki,1965-01-15,F,Technique Leader,1988-02-23,9999-01-01
d005,64790,Shin,Piveteau,1965-01-29,M,Senior Engineer,1993-04-19,9999-01-01
d001,473824,Shin,Puoti,1965-01-22,F,Staff,1996-12-20,1999-05-09
d005,84451,Shiv,Aumann,1965-01-20,M,Senior Engineer,1998-06-14,9999-01-01
d004,447982,Shiv,Baezner,1965-01-25,F,Senior Engineer,1996-12-16,9999-01-01
d004,416892,Shooichi,Vandervoorde,1965-01-03,M,Engineer,1996-08-16,9999-01-01
d004,408019,Shridhar,Chleq,1965-01-01,F,Senior Engineer,1996-03-21,9999-01-01
d004,240253,Shrikanth,Ramaiah,1965-01-16,M,Engineer,1995-05-12,2000-10-15
d009,99057,Shugo,Reeken,1965-01-30,M,Staff,1999-06-21,9999-01-01
d007,52770,Shugo,Yurek,1965-01-31,M,Senior Staff,1998-08-28,9999-01-01
d005,216062,Shuichi,Anick,1965-01-22,F,Senior Engineer,1992-11-24,1999-10-26
d008,207401,Shuji,Barbanera,1965-01-04,M,Senior Staff,1993-08-09,9999-01-01
d003,42778,Shuji,Remmers,1965-01-19,F,Senior Staff,1996-12-17,9999-01-01
d005,75354,Shuky,Jakobus,1965-01-11,M,Senior Engineer,1993-06-16,9999-01-01
d005,292901,Shuky,Journel,1965-01-02,M,Senior Engineer,1993-02-14,1995-04-27
d007,69219,Shuky,Redmiles,1965-01-09,F,Senior Staff,1994-07-06,9999-01-01
d007,270716,Shunichi,Baer,1965-01-19,M,Staff,1998-02-04,9999-01-01
d004,83922,Shunichi,Solovay,1965-01-10,F,Senior Engineer,1995-06-07,1998-11-18
d007,246764,Shuzo,Czaja,1965-01-04,M,Staff,1997-11-29,9999-01-01
d005,291612,Siamak,Gomatam,1965-01-30,M,Engineer,1998-07-08,9999-01-01
d005,107486,Siamak,Luiz,1965-01-23,F,Senior Engineer,1987-02-11,9999-01-01
d007,264715,Siddarth,Luke,1965-01-04,F,Staff,1993-10-06,1994-07-06
d005,294461,Siddarth,Rosiles,1965-01-14,F,Senior Engineer,1985-11-18,9999-01-01
d002,56415,Sigeru,Nivat,1965-01-30,M,Senior Staff,1999-10-24,9999-01-01
d005,214184,Sivanarayana,Ranka,1965-01-11,M,Engineer,1999-10-25,2001-05-03
d007,440642,Snehasis,Kalsbeek,1965-01-14,M,Senior Staff,1997-01-05,9999-01-01
d004,271118,Somnath,Nitsche,1965-01-10,F,Senior Engineer,1999-08-14,1999-10-10
d004,268890,Somnath,Uhrik,1965-01-04,M,Engineer,1988-01-14,1994-12-09
d004,40301,Spyrose,Felder,1965-01-20,M,Senior Engineer,1996-06-16,9999-01-01
d005,81995,Sreekrishna,Brender,1965-01-10,M,Senior Engineer,1996-03-21,9999-01-01
d002,461563,Sreenivas,Versino,1965-01-29,M,Senior Staff,1985-08-24,1988-12-25
d004,465062,Stafford,Gist,1965-01-29,M,Senior Engineer,1995-05-08,9999-01-01
d004,253838,Stafford,Terlouw,1965-01-28,M,Assistant Engineer,1999-02-21,9999-01-01
d002,109598,Stamatina,Auyong,1965-02-01,M,Senior Staff,1988-07-05,9999-01-01
d003,222206,Stein,Uludag,1965-01-21,M,Senior Staff,1995-01-30,9999-01-01
d008,259718,Stepehn,Bouloucos,1965-01-24,M,Senior Staff,1997-09-16,9999-01-01
d009,466911,Stepehn,Markovitch,1965-01-11,M,Staff,1991-08-13,1995-08-07
d007,287323,Steve,Dengi,1965-02-01,M,Staff,1999-09-15,9999-01-01
d004,402664,Subhada,Janetzko,1965-01-04,F,Senior Engineer,1987-01-25,9999-01-01
d008,219417,Subhrajyoti,Denna,1965-01-29,M,Staff,1996-07-25,9999-01-01
d004,452137,Subir,Miake,1965-01-15,M,Senior Engineer,2002-07-11,9999-01-01
d005,40283,Sudhanshu,Boissier,1965-01-07,M,Senior Engineer,1993-05-11,9999-01-01
d003,14104,Sudhanshu,Demian,1965-01-03,M,Senior Staff,1999-07-23,9999-01-01
d003,278452,Sudhanshu,Toyoshima,1965-01-07,F,Senior Staff,1993-08-28,9999-01-01
d007,437395,Sumant,Thambidurai,1965-01-21,M,Senior Staff,2000-01-02,9999-01-01
d008,474257,Sungwon,Kornyak,1965-01-24,F,Staff,1991-04-04,1994-10-23
d009,60091,Surveyors,Bade,1965-02-01,F,Senior Staff,1996-04-10,9999-01-01
d003,18617,Surveyors,Crouzet,1965-01-21,M,Senior Staff,1998-04-24,9999-01-01
d005,103316,Susanne,Peternell,1965-01-03,M,Senior Engineer,1999-07-27,9999-01-01
d005,257799,Sushant,Riefers,1965-01-26,M,Senior Engineer,1993-12-04,1998-01-08
d005,420086,Susuma,Kitsuregawa,1965-01-27,F,Senior Engineer,1993-05-28,9999-01-01
d007,265558,Susuma,Kleiser,1965-01-31,M,Senior Staff,1994-08-02,9999-01-01
d005,37945,Suzette,Butterworth,1965-01-02,M,Senior Engineer,1994-02-19,9999-01-01
d009,235096,Sverrir,Gyimothy,1965-01-21,M,Senior Staff,1992-03-20,9999-01-01
d005,221699,Szabolcs,Georgatos,1965-01-15,F,Engineer,1999-08-16,2000-02-06
d007,239067,Tadahiko,Pocchiola,1965-01-11,M,Staff,1996-04-02,9999-01-01
d009,414027,Tadanori,Msuda,1965-01-31,M,Senior Engineer,1997-11-06,9999-01-01
d005,481807,Taegyun,Vieri,1965-01-23,M,Senior Engineer,1988-06-17,1989-03-03
d005,18810,Taiji,Jarecki,1965-01-09,M,Senior Engineer,1999-06-27,9999-01-01
d007,72918,Takahira,Szilard,1965-01-22,M,Senior Staff,1993-01-15,9999-01-01
d004,446897,Takahiro,Dalton,1965-01-22,M,Technique Leader,1992-09-30,9999-01-01
d007,230865,Takushi,Brattka,1965-01-02,M,Staff,1999-03-09,9999-01-01
d007,434845,Takushi,Skogmar,1965-01-11,M,Senior Staff,1991-06-07,9999-01-01
d007,423038,Takushi,Strehl,1965-01-20,M,Senior Staff,1988-10-04,9999-01-01
d004,262636,Tamiya,Reutenauer,1965-01-04,F,Senior Engineer,1985-06-02,9999-01-01
d008,258363,Tayeb,Veevers,1965-01-17,M,Staff,1986-10-10,1991-05-24
d004,481764,Teiji,Marrakchi,1965-01-27,M,Senior Engineer,1986-08-26,9999-01-01
d008,17618,Teiji,Picco,1965-01-12,F,Staff,1992-09-17,1999-11-08
d001,32347,Terresa,Peres,1965-01-08,M,Senior Staff,1997-09-15,9999-01-01
d005,221126,Tesuya,dAstous,1965-01-23,F,Senior Engineer,1995-11-30,9999-01-01
d007,456767,Tetsurou,Schreiter,1965-01-24,M,Senior Staff,1994-07-17,9999-01-01
d004,63294,Tetsushi,Tanemo,1965-01-23,M,Senior Engineer,2002-03-01,9999-01-01
d003,458134,Thanasis,Standera,1965-01-11,F,Senior Staff,1992-03-20,9999-01-01
d007,424797,Theron,Itschner,1965-01-19,F,Senior Staff,1993-05-16,9999-01-01
d005,284691,Theron,Ressouche,1965-01-04,F,Senior Engineer,1994-08-17,9999-01-01
d003,209681,Tianruo,Bratten,1965-01-20,F,Senior Staff,1996-07-28,1998-04-03
d007,235546,Tianruo,Speer,1965-01-17,M,Staff,1985-10-30,1989-03-26
d004,465076,Tokuyasu,Ghelli,1965-01-19,M,Senior Engineer,1993-05-05,9999-01-01
d005,486958,Tonny,Kropf,1965-01-06,F,Senior Engineer,1992-07-29,9999-01-01
d004,31629,Toong,Veldwijk,1965-01-24,M,Engineer,1995-07-28,1996-04-26
d005,427571,Torsten,Ranta,1965-01-20,M,Senior Engineer,1996-12-10,9999-01-01
d007,40269,Toshiki,Ghazalie,1965-01-10,F,Senior Staff,2000-12-04,9999-01-01
d002,230821,Toshiki,Raney,1965-01-20,M,Staff,1997-07-03,2000-03-21
d004,266981,Toshimi,Kragelund,1965-01-26,M,Engineer,1993-02-20,1994-07-05
d005,403010,Toshimitsu,Sluis,1965-01-16,M,Senior Engineer,1985-02-18,9999-01-01
d005,287984,Troy,Kobuchi,1965-01-09,M,Senior Engineer,1999-02-12,9999-01-01
d004,240236,True,Tischendorf,1965-01-24,M,Senior Engineer,1992-01-19,9999-01-01
d005,272141,Tsutomu,Neiman,1965-01-13,F,Senior Staff,1993-05-05,9999-01-01
d006,64487,Tsutomu,Rebaine,1965-01-27,M,Senior Engineer,1994-09-17,9999-01-01
d002,423214,Tsutomu,Tetzlaff,1965-01-31,F,Senior Staff,1993-09-23,9999-01-01
d008,31170,Tuval,Waleschkowski,1965-01-08,M,Senior Staff,1987-10-16,1988-12-14
d005,206966,Tzu,Sichman,1965-01-21,M,Senior Engineer,1992-11-16,9999-01-01
d006,85702,Udi,Merks,1965-01-04,M,Engineer,1997-08-15,9999-01-01
d005,450255,Udo,Waymire,1965-01-31,M,Technique Leader,1986-06-14,9999-01-01
d005,35798,Ulf,Oberman,1965-01-29,F,Senior Engineer,1997-03-15,9999-01-01
d001,270084,Ulises,Frolund,1965-01-11,M,Senior Staff,1993-07-26,9999-01-01
d004,275994,Uma,Prampolini,1965-01-29,F,Senior Engineer,1998-02-21,9999-01-01
d007,423204,Uma,Stranks,1965-01-08,M,Senior Staff,1996-09-12,9999-01-01
d003,429703,Ung,Honglei,1965-01-06,F,Senior Staff,1993-09-02,9999-01-01
d001,419953,Ung,Orlowski,1965-01-29,M,Senior Staff,1998-07-22,9999-01-01
d008,487505,Uno,Jayawardene,1965-01-20,F,Senior Staff,1993-11-01,9999-01-01
d007,238252,Uno,Suppi,1965-01-09,M,Staff,1996-12-27,9999-01-01
d001,241292,Uri,Lampe,1965-01-29,M,Senior Staff,1994-10-17,9999-01-01
d008,427313,Utpal,Kemmerer,1965-01-31,M,Senior Staff,1991-12-04,9999-01-01
d001,20100,Utz,Heuter,1965-01-18,F,Senior Staff,1995-06-15,9999-01-01
d005,459172,Val,Rissanen,1965-01-19,F,Engineer,1999-11-20,9999-01-01
d004,29418,Valery,Mersereau,1965-01-22,M,Assistant Engineer,1998-07-01,9999-01-01
d005,445570,Van,Nations,1965-01-25,F,Technique Leader,1986-08-11,9999-01-01
d004,206865,Vasilii,Cochrane,1965-01-28,M,Senior Engineer,1996-09-12,2001-04-23
d006,297804,Vasilis,Ginneken,1965-01-16,M,Engineer,1985-09-13,1990-04-08
d005,424984,Vasilis,Waleschkowski,1965-01-11,M,Engineer,1996-05-26,9999-01-01
d007,238422,Vishv,Angelov,1965-01-10,M,Senior Staff,1996-03-08,9999-01-01
d006,92454,Visit,McFarlan,1965-01-24,M,Senior Engineer,1996-10-21,9999-01-01
d005,431657,Visit,Thiran,1965-01-31,F,Senior Engineer,1991-11-14,9999-01-01
d005,269186,Vitali,Dayang,1965-01-23,M,Technique Leader,1988-09-21,1992-10-21
d005,90077,Vivian,Guerreiro,1965-01-24,M,Engineer,1998-07-08,9999-01-01
d004,44959,Volkmar,Uhrik,1965-01-21,F,Senior Engineer,1995-01-16,9999-01-01
d009,260249,Vugranam,Beausoleil,1965-01-22,F,Staff,1998-05-14,9999-01-01
d005,201801,Waiman,Genin,1965-01-12,M,Senior Engineer,1995-10-30,9999-01-01
d004,472950,Weidon,Fordan,1965-01-29,F,Senior Engineer,1986-03-27,9999-01-01
d003,402827,Weidon,Pollacia,1965-01-28,F,Senior Staff,1996-02-27,9999-01-01
d004,426958,Weijing,Viele,1965-01-19,M,Senior Engineer,1993-10-03,9999-01-01
d007,455415,Weiye,Krohm,1965-01-10,F,Senior Staff,1999-10-29,2000-02-10
d001,420732,Willard,Morrin,1965-01-06,M,Senior Staff,2001-05-27,9999-01-01
d004,296962,Wilmer,Luke,1965-01-28,F,Technique Leader,1987-02-13,1999-02-15
d003,436827,Wojceich,Limongiello,1965-01-30,F,Senior Staff,1988-03-10,9999-01-01
d003,433465,Wonhee,Benveniste,1965-01-12,M,Senior Staff,1985-12-21,1987-03-23
d004,262154,Wonhee,Vrecion,1965-01-16,M,Senior Engineer,1991-03-14,1996-08-28
d009,488788,Wuxu,Garigliano,1965-01-12,M,Senior Staff,1997-09-21,9999-01-01
d005,414091,Wuxu,Kuhnemann,1965-01-17,M,Engineer,1997-08-19,9999-01-01
d007,241917,Wuxu,Poupard,1965-02-01,M,Staff,1994-02-15,1995-09-25
d007,46328,Wuxu,Trogemann,1965-01-05,F,Senior Staff,1997-01-27,9999-01-01
d003,410028,Xiadong,McClurg,1965-01-11,M,Senior Staff,1994-09-17,9999-01-01
d009,99373,Xiaobin,Christianini,1965-01-13,M,Senior Staff,1991-12-25,9999-01-01
d002,109553,Xiaobin,DuBourdieux,1965-01-19,M,Staff,1985-09-16,1988-05-11
d005,216502,Xiaocheng,Suermann,1965-01-26,F,Engineer,1997-12-15,9999-01-01
d007,214215,Xiaoqiang,Cardazo,1965-01-25,M,Senior Staff,1993-05-28,9999-01-01
d004,454791,Xiaoqiu,Pietracaprina,1965-01-22,M,Senior Engineer,1994-07-09,9999-01-01
d009,77303,Xinglin,Birge,1965-01-18,F,Senior Staff,2001-03-05,9999-01-01
d004,444228,Xinglin,Busillo,1965-01-23,F,Senior Engineer,1998-10-08,1999-06-11
d007,282343,Xinglin,Haldar,1965-01-13,M,Senior Staff,1993-07-20,9999-01-01
d005,28193,Xinglin,Mitsuhashi,1965-01-29,M,Senior Engineer,1997-12-14,9999-01-01
d006,430558,Xiong,Roisin,1965-01-07,F,Senior Engineer,1995-03-02,9999-01-01
d005,41520,Xiong,Uhrik,1965-01-20,M,Senior Engineer,1988-03-21,9999-01-01
d004,426683,Xudong,Muntz,1965-01-03,M,Engineer,1991-03-08,1996-04-02
d005,457411,Xudong,Peck,1965-01-13,M,Senior Engineer,1988-04-18,9999-01-01
d003,295254,Xuejun,Pfau,1965-01-15,M,Senior Staff,1993-07-24,9999-01-01
d003,424930,Xuejun,Reeker,1965-01-19,F,Senior Staff,1997-11-18,9999-01-01
d007,486918,Yagil,Remmers,1965-01-18,F,Senior Staff,1994-11-01,9999-01-01
d004,91229,Yahiko,Hebden,1965-01-01,M,Senior Engineer,2001-10-03,9999-01-01
d006,457653,Yakichi,Naumovich,1965-01-21,F,Technique Leader,1988-06-12,1988-07-03
d007,30938,Yakkov,Samarati,1965-01-06,F,Senior Staff,2000-05-22,9999-01-01
d004,401574,Yannik,Falco,1965-01-13,M,Technique Leader,1988-01-15,9999-01-01
d001,466603,Yechezkel,Nourani,1965-01-23,F,Senior Staff,1996-07-31,9999-01-01
d001,288560,Yifei,Birjandi,1965-01-16,M,Senior Staff,1999-02-07,9999-01-01
d003,435226,Yinghua,Panwar,1965-01-12,M,Senior Staff,1994-06-11,1996-02-26
d005,30552,Yishai,Terlouw,1965-01-18,F,Senior Engineer,1992-09-18,1999-01-07
d004,273274,Yolla,Kobara,1965-01-08,F,Engineer,1995-12-29,1997-04-16
d004,90614,Yonghoan,Trogemann,1965-01-29,M,Engineer,1997-09-23,9999-01-01
d004,11432,Yongmao,Zwicker,1965-01-15,M,Senior Engineer,1996-10-18,1997-09-13
d007,21546,Yongmin,Lanteri,1965-01-01,F,Senior Staff,1988-02-16,9999-01-01
d008,87729,Yongmin,Roccetti,1965-01-24,M,Senior Staff,1991-12-10,9999-01-01
d009,408654,Yongqiao,Cochrane,1965-01-09,M,Senior Staff,1991-10-27,9999-01-01
d007,206748,Yucai,Fabrizio,1965-01-07,F,Staff,1999-10-06,9999-01-01
d004,68608,Yucai,Seghrouchni,1965-01-26,M,Senior Engineer,1994-06-09,9999-01-01
d007,41609,Yucai,Simmen,1965-01-04,F,Senior Staff,1987-10-13,9999-01-01
d004,271975,Yuchang,Busillo,1965-01-14,F,Engineer,1986-03-30,1989-11-14
d007,217272,Yuchang,Eldridge,1965-01-21,M,Senior Staff,1991-08-01,9999-01-01
d004,476488,Yuping,Kuhnemann,1965-01-30,F,Technique Leader,1986-12-13,1994-07-07
d006,446785,Yuping,Papastamatiou,1965-01-30,M,Engineer,1988-08-30,1992-01-16
d008,228248,Yuriy,Plump,1965-01-09,F,Senior Staff,1995-09-09,9999-01-01
d004,264030,Zdislav,Solares,1965-01-15,M,Engineer,1998-12-14,9999-01-01
d005,404236,Zengping,Kakkar,1965-01-12,M,Senior Engineer,1996-07-22,9999-01-01
d005,472790,Zhenbing,Ibel,1965-01-23,M,Senior Engineer,1985-10-29,9999-01-01
d007,487008,Zhigen,Raney,1965-01-22,F,Senior Staff,1993-05-26,9999-01-01
d005,470472,Zhiguo,Staudhammer,1965-02-01,F,Senior Engineer,1991-12-03,9999-01-01
d002,211569,Zhonghua,Snyers,1965-02-01,F,Senior Staff,1994-10-08,1999-07-18
d007,24394,Zhonghui,Conta,1965-01-04,M,Staff,1994-09-10,9999-01-01
d006,246146,Zhongwei,Melski,1965-01-30,F,Senior Engineer,1993-09-03,9999-01-01
d007,59329,Zissis,Bazzichi,1965-01-15,M,Staff,1987-02-07,1991-01-25
d005,75113,Zissis,Birch,1965-01-22,M,Senior Engineer,1999-08-19,2000-07-15
d004,233759,Zissis,Lodder,1965-01-14,F,Engineer,1999-09-25,9999-01-01
d005,490568,Zita,Reistad,1965-01-01,M,Senior Engineer,1998-07-23,9999-01-01
d003,252241,Zito,Alvarado,1965-01-15,F,Senior Staff,1986-07-07,2000-09-18
d005,19803,Ziva,Kowalchuk,1965-01-30,F,Senior Engineer,1992-06-12,9999-01-01
d005,98306,Ziya,Kadhim,1965-01-16,M,Senior Engineer,1995-11-02,9999-01-01
d004,292828,Ziya,Tokunaga,1965-01-10,F,Senior Engineer,1995-01-08,9999-01-01
d004,104962,Zongyan,Auyong,1965-01-04,F,Engineer,1987-11-02,1991-12-22
d005,26788,Zongyan,Dalphin,1965-01-25,M,Senior Engineer,1993-04-23,9999-01-01
d005,203495,Zongyan,Gips,1965-01-02,M,Technique Leader,1997-05-31,9999-01-01
d004,474796,Zongyan,Shackel,1965-01-10,M,Technique Leader,1986-11-09,9999-01-01
d001,266206,Zsolt,Anily,1965-02-01,F,Senior Staff,1991-08-19,9999-01-01
d001,59869,Zsolt,Riefers,1965-02-01,M,Senior Staff,1994-09-25,9999-01-01
d009,202414,Zvonko,Murthy,1965-01-13,F,Senior Staff,1992-01-07,9999-01-01
d008,266310,Zvonko,Serdy,1965-01-23,F,Senior Staff,1992-06-23,9999-01-01
